"TIME","GEO","HHTYP","INDIC_IL","UNIT","Value","Flag and Footnotes"
"2013","Slovenia","Single person","Median equivalised net income","Purchasing power standard (PPS)","10,361",""
"2013","Slovenia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Slovenia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Slovenia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Slovenia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Slovenia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Slovenia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Slovenia","Single person with dependent children","Median equivalised net income","Euro","8,920",""
"2013","Slovenia","Single person with dependent children","Median equivalised net income","National currency","8,920",""
"2013","Slovenia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","10,696",""
"2013","Slovakia","Total","Median equivalised net income","Euro","6,737",""
"2013","Slovakia","Total","Median equivalised net income","National currency","6,737",""
"2013","Slovakia","Total","Median equivalised net income","Purchasing power standard (PPS)","9,572",""
"2013","Slovakia","Single person","Median equivalised net income","Euro","5,549",""
"2013","Slovakia","Single person","Median equivalised net income","National currency","5,549",""
"2013","Slovakia","Single person","Median equivalised net income","Purchasing power standard (PPS)","7,884",""
"2013","Slovakia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Slovakia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Slovakia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Slovakia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Slovakia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Slovakia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Slovakia","Single person with dependent children","Median equivalised net income","Euro","5,427",""
"2013","Slovakia","Single person with dependent children","Median equivalised net income","National currency","5,427",""
"2013","Slovakia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","7,710",""
"2013","Finland","Total","Median equivalised net income","Euro","23,272",""
"2013","Finland","Total","Median equivalised net income","National currency","23,272",""
"2013","Finland","Total","Median equivalised net income","Purchasing power standard (PPS)","19,178",""
"2013","Finland","Single person","Median equivalised net income","Euro","16,949",""
"2013","Finland","Single person","Median equivalised net income","National currency","16,949",""
"2013","Finland","Single person","Median equivalised net income","Purchasing power standard (PPS)","13,967",""
"2013","Finland","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Finland","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Finland","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Finland","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Finland","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Finland","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Finland","Single person with dependent children","Median equivalised net income","Euro","17,868",""
"2013","Finland","Single person with dependent children","Median equivalised net income","National currency","17,868",""
"2013","Finland","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","14,724",""
"2013","Sweden","Total","Median equivalised net income","Euro","25,413",""
"2013","Sweden","Total","Median equivalised net income","National currency","221,201",""
"2013","Sweden","Total","Median equivalised net income","Purchasing power standard (PPS)","20,037",""
"2013","Sweden","Single person","Median equivalised net income","Euro","18,708",""
"2013","Sweden","Single person","Median equivalised net income","National currency","162,834",""
"2013","Sweden","Single person","Median equivalised net income","Purchasing power standard (PPS)","14,750",""
"2013","Sweden","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Sweden","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Sweden","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Sweden","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Sweden","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Sweden","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Sweden","Single person with dependent children","Median equivalised net income","Euro","18,079",""
"2013","Sweden","Single person with dependent children","Median equivalised net income","National currency","157,360",""
"2013","Sweden","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","14,254",""
"2013","United Kingdom","Total","Median equivalised net income","Euro","18,694",""
"2013","United Kingdom","Total","Median equivalised net income","National currency","15,876",""
"2013","United Kingdom","Total","Median equivalised net income","Purchasing power standard (PPS)","16,767",""
"2013","United Kingdom","Single person","Median equivalised net income","Euro","15,617",""
"2013","United Kingdom","Single person","Median equivalised net income","National currency","13,262",""
"2013","United Kingdom","Single person","Median equivalised net income","Purchasing power standard (PPS)","14,007",""
